GeneralAdvice+运动++,GeneralAdvice+治疗++	GeneralExplanation+问题++,GeneralExplanation+问题++
O	O	
B+Explanation+治疗+药品	B+Advice+治疗+药品类型	
I+Explanation+治疗+药品	I+Advice+治疗+药品类型	
I+Explanation+治疗+药品	I+Advice+治疗+药品类型	


none	none
B+Explanation+问题+时间	B+Inform+运动+时间	
I+Explanation+问题+时间	I+Inform+运动+时间	
I+Advice+行为+时间	I+Inform+运动+时间	
I+Advice+行为+时间	I+Inform+运动+时间	
I+Advice+行为+时间	I+Inform+运动+时间	
O	I+Inform+运动+时间	
I+Advice+行为+时间	I+Inform+运动+时间	
I+Advice+行为+时间	I+Inform+运动+时间	
O	O	
B+Explanation+问题+时间	B+Inform+运动+运动名	
I+Explanation+行为+持续时长	I+Inform+运动+运动名	
I+Explanation+行为+持续时长	B+Inform+运动+运动名	
I+Explanation+问题+血糖值	I+Inform+运动+运动名	
O	I+Inform+运动+运动名	
O	O	
O	O	
O	O	
B+Explanation+问题+时间	B+Inform+运动+时间	
I+Explanation+问题+时间	I+Inform+运动+时间	
I+Explanation+问题+时间	I+Inform+运动+时间	
I+Explanation+问题+时间	I+Inform+运动+时间	
I+Explanation+问题+时间	I+Inform+运动+时间	
I+Advice+问题+时间	I+Inform+运动+时间	
O	O	
O	B+Inform+运动+运动名	
O	I+Inform+运动+运动名	
O	B+Inform+运动+持续时长	
I+Inform+运动+效果	I+Inform+运动+持续时长	
I+Inform+运动+效果	I+Inform+运动+持续时长	
I+Inform+运动+效果	I+Inform+运动+持续时长	
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
O	B+Inform+问题+症状部位	
O	I+Inform+问题+症状部位	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+症状	B+Inform+问题+症状	
I+Explanation+问题+症状	I+Inform+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
O	O	
O	O	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	B+Advice+问题+疾病	
O	I+Advice+问题+疾病	
O	O	
O	O	
O	B+Advice+问题+疾病	
O	I+Advice+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	B+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	O	
O	B+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	O	
O	O	
B+Explanation+治疗+治疗名	B+Explanation+治疗+药品	
I+Explanation+治疗+治疗名	I+Explanation+治疗+药品	
I+Explanation+治疗+治疗名	O	
I+Explanation+治疗+治疗名	B+Explanation+治疗+药品	
I+Explanation+治疗+效果	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
I+Explanation+治疗+效果	I+Explanation+治疗+药品	
B+Explanation+治疗+效果	I+Explanation+治疗+药品	
I+Explanation+治疗+效果	I+Explanation+治疗+药品	
I+Explanation+治疗+效果	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
B+Advice+治疗+检查项	I+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
O	O	
O	O	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
O	O	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
I+Advice+问题+疾病	O	
I+Advice+问题+疾病	O	
I+Advice+问题+疾病	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+检查项	O	
I+Advice+治疗+检查项	B+Advice+治疗+检查项	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	B+AskForSure+治疗+治疗名	
O	I+AskForSure+治疗+治疗名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskForSure+治疗+检查项	
O	I+AskForSure+治疗+检查项	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	none
B+Advice+治疗+用药量	B+Inform+治疗+药品	
I+Advice+治疗+用药量	I+Inform+治疗+药品	
I+Advice+治疗+用药量	I+Inform+治疗+药品	
O	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
B+AskForSure+治疗+用药量	B+Inform+治疗+时间	
I+AskForSure+治疗+用药量	B+Inform+治疗+用药量	
I+AskForSure+治疗+用药量	I+Inform+治疗+用药量	
B+AskForSure+治疗+用药量	B+Inform+治疗+时间	
I+AskForSure+治疗+用药量	B+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
O	O	
O	O	
O	B+Inform+治疗+效果	
O	O	
O	O	
O	O	
O	O	
O	B+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+时间	B+Advice+行为+频率	
I+Advice+治疗+用药（治疗）频率	I+Advice+行为+频率	
I+Advice+治疗+用药（治疗）频率	B+Advice+行为+行为名	
I+Advice+治疗+用药（治疗）频率	I+Advice+行为+频率	
I+Advice+治疗+用药（治疗）频率	I+Advice+行为+频率	
I+Advice+治疗+用药（治疗）频率	I+Advice+行为+频率	
I+Advice+治疗+用药（治疗）频率	I+Advice+行为+频率	
I+Advice+治疗+用药（治疗）频率	O	
O	O	


Deny+++	none
O	O	
O	O	
O	O	
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
O	O	
O	O	
B+AdviceNot+治疗+药品	O	
I+AdviceNot+治疗+药品	O	
I+AdviceNot+治疗+药品	O	
O	O	
O	O	
O	B+Inform+问题+症状	
O	I+Inform+问题+症状	


	Accept+++,AskFor+行为+频率+?
O	O	
O	O	
O	O	
I+AskHow+问题+持续时长	O	
O	O	
O	O	
O	B+AskFor+行为+行为名	
O	O	
O	O	
O	O	
O	O	
I+AskFor+问题+时间	O	


none	none
O	B+AskForSure+问题+症状	
O	I+AskForSure+问题+症状	
B+AskForSure+问题+疾病	I+AskForSure+问题+症状	
I+AskForSure+问题+疾病	I+AskForSure+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	


GeneralExplanation+饮食++	GeneralAdvice+治疗++,GeneralAdvice+问题++,GeneralAdvice+饮食++,GeneralAdvice+运动++
O	B+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


GeneralExplanation+问题++	AskFor+基本信息+身高+?,AskFor+基本信息+体重+?
O	O	
O	O	
O	B+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+效果	O	
I+AskForSure+治疗+效果	O	
O	O	
O	O	
O	O	
O	B+AskForSure+问题+症状	
O	I+AskForSure+问题+症状	
O	I+AskForSure+问题+症状	
O	I+AskForSure+问题+症状	


AskFor+问题+持续时长+?	AskFor+问题+血糖值+?
O	B+Inform+基本信息+身高	
I+Inform+问题+血糖值	O	
B+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	B+Inform+基本信息+体重	
I+Inform+问题+血糖值	I+Inform+基本信息+体重	
B+Inform+问题+时间	O	
I+Inform+问题+时间	O	
O	O	
O	O	
O	O	
I+Inform+问题+时间	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
O	B+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+持续时长	O	
I+Inform+问题+持续时长	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskFor+问题+疾病	
O	I+AskFor+问题+疾病	
O	I+AskFor+问题+疾病	
O	O	


	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
B+AskForSure+治疗+时间	B+Inform+基本信息+年龄	
I+AskForSure+治疗+时间	O	
I+AskForSure+治疗+时间	O	
O	O	
I+AskForSure+行为+时间	O	
O	O	
B+AskForSure+治疗+时间	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+行为+行为名	B+AskForSure+治疗+药品	
I+AskForSure+行为+行为名	I+AskForSure+治疗+药品	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
O	B+AskForSure+治疗+效果	
I+AskForSure+治疗+效果	I+AskForSure+治疗+效果	
I+AskForSure+治疗+效果	I+AskForSure+治疗+效果	
O	O	
O	O	
O	O	


AskWhy+++	AskWhy+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
B+AskForSure+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
B+AskForSure+问题+血糖值	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+血糖值	I+Inform+问题+时间	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none,Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+饮食+饮食名	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


GeneralExplanation+基本信息++	none
O	O	
O	O	
O	O	
O	B+Explanation+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	O	


Chitchat+++	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+问题+时间	
O	I+Explanation+问题+时间	
O	I+Explanation+问题+时间	
O	I+Explanation+问题+时间	
O	I+Explanation+问题+时间	
O	B+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	


none	none
B+AskForSure+问题+疾病	B+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	
O	O	
B+AskForSure+问题+症状	B+AskForSure+问题+症状	
I+AskForSure+问题+症状	I+AskForSure+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	AskFor+问题+症状+?
B+AskForSure+问题+时间	B+Inform+问题+时间	
I+AskForSure+问题+时间	I+Inform+问题+时间	
O	I+Inform+问题+时间	
O	O	
O	O	
O	O	
B+Inform+基本信息+年龄	B+Inform+基本信息+年龄	
I+Inform+基本信息+年龄	I+Inform+基本信息+年龄	
O	O	
B+AskForSure+问题+疾病	B+AskFor+问题+疾病	
I+AskForSure+问题+疾病	I+AskFor+问题+疾病	
I+AskForSure+问题+疾病	I+AskFor+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Chitchat+++
O	O	
O	O	
O	O	
B+AskForSure+问题+时间	O	
I+AskForSure+问题+时间	O	
I+AskForSure+问题+时间	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+血糖值	O	
I+AskForSure+问题+时间	O	
O	O	
O	O	


Deny+++	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+血糖值	B+AskForSure+问题+血糖值	
O	O	
O	O	
B+AskForSure+问题+血糖值	B+AskForSure+问题+血糖值	
I+AskForSure+问题+血糖值	I+AskForSure+问题+血糖值	
O	O	
O	O	


Assure+++	none
O	O	
O	O	
O	O	
B+Advice+问题+时间	B+Explanation+问题+时间	
I+Advice+问题+时间	I+Explanation+问题+时间	
O	O	
O	O	
O	O	
B+Advice+问题+血糖值	B+Explanation+问题+血糖值	
I+Advice+问题+血糖值	I+Explanation+问题+血糖值	
I+Advice+问题+血糖值	I+Explanation+问题+血糖值	
O	O	
O	O	


none,Assure+++	none
O	O	
O	O	
B+Explanation+问题+时间	B+AskForSure+问题+时间	
I+Explanation+问题+时间	I+AskForSure+问题+时间	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+时间	B+AskForSure+问题+时间	
I+Explanation+问题+时间	I+AskForSure+问题+时间	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Deny+++
O	O	
O	O	
B+Inform+问题+时间	B+Inform+治疗+时间	
I+Inform+问题+时间	I+Inform+治疗+时间	
I+Inform+问题+时间	I+Inform+治疗+时间	
O	O	
O	O	
B+Inform+治疗+药品	B+Inform+治疗+药品类型	
I+Inform+治疗+药品	I+Inform+治疗+药品类型	
I+Inform+治疗+药品	I+Inform+治疗+药品类型	
O	O	
B+Inform+问题+时间	B+Inform+运动+时间	
I+Inform+问题+时间	I+Inform+运动+时间	
I+Inform+问题+时间	B+Inform+运动+运动名	
I+Inform+问题+时间	I+Inform+运动+运动名	
I+Inform+问题+时间	B+Inform+运动+持续时长	
I+Inform+问题+时间	I+Inform+运动+持续时长	
I+Inform+问题+时间	I+Inform+运动+持续时长	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	O	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+治疗+药品	O	
I+Inform+治疗+药品	O	
I+Inform+治疗+药品	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+时间	B+AskForSure+治疗+时间	
I+AskForSure+治疗+时间	I+AskForSure+治疗+时间	
O	O	
O	O	
B+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
O	O	


none	none
B+Explanation+问题+症状	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+问题+疾病	B+Explanation+问题+疾病	
I+Advice+问题+疾病	I+Explanation+问题+疾病	
I+Advice+问题+疾病	I+Explanation+问题+疾病	
I+Advice+问题+疾病	I+Explanation+问题+疾病	
I+Advice+问题+疾病	I+Explanation+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
B+Advice+治疗+药品	O	
I+Advice+治疗+药品	O	
I+Advice+治疗+药品	O	
I+Advice+治疗+药品	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+药品	B+Explanation+治疗+药品	
I+Advice+治疗+药品	I+Explanation+治疗+药品	
I+Advice+治疗+药品	I+Explanation+治疗+药品	
I+Advice+治疗+药品	I+Explanation+治疗+药品	
O	O	
B+Advice+治疗+药品	B+Explanation+治疗+药品	
I+Advice+治疗+药品	I+Explanation+治疗+药品	
I+Advice+问题+疾病	I+Explanation+治疗+药品	
O	O	
O	O	
B+Advice+问题+疾病	B+AskForSure+问题+症状部位	
I+Advice+问题+疾病	I+AskForSure+问题+症状部位	
I+Advice+问题+疾病	I+AskForSure+问题+症状部位	
O	O	
O	O	
O	O	
O	B+AskForSure+问题+症状	
O	I+AskForSure+问题+症状	
O	O	
O	O	
O	O	


none	AskWhy+++
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	I+Inform+问题+血糖值	
O	O	
O	O	
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
O	I+Inform+问题+时间	
O	I+Inform+问题+时间	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	O	
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
O	I+Inform+问题+时间	
O	I+Inform+问题+时间	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	I+Inform+问题+血糖值	


none	none
B+Explanation+饮食+饮食名	B+AdviceNot+饮食+饮食名	
I+Explanation+饮食+饮食名	I+AdviceNot+饮食+饮食名	
O	B+AdviceNot+行为+行为名	
B+Explanation+饮食+饮食量	I+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	B+Explanation+问题+症状	
I+Explanation+问题+症状	I+Explanation+问题+症状	
I+Explanation+问题+症状	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+饮食名	O	
I+Advice+饮食+饮食名	O	
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	


GeneralExplanation+问题++	GeneralExplanation+问题++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskForSure+问题+症状	
O	I+AskForSure+问题+症状	
O	I+AskForSure+问题+症状	
O	O	
O	B+AskForSure+问题+症状	
O	I+AskForSure+问题+症状	
B+AskForSure+问题+血糖值	I+AskForSure+问题+症状	
I+AskForSure+问题+血糖值	I+AskForSure+问题+症状	
I+AskForSure+问题+血糖值	I+AskForSure+问题+症状	
O	O	
O	O	
B+AskForSure+问题+血糖值	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
B+AskForSure+问题+时间	B+AskForSure+问题+时间	
I+AskForSure+问题+时间	I+AskForSure+问题+时间	
B+AskForSure+问题+时间	I+AskForSure+问题+时间	
I+AskForSure+问题+时间	I+AskForSure+问题+时间	
O	O	
O	O	
B+AskForSure+问题+血糖值	B+AskForSure+问题+血糖值	
I+AskForSure+问题+血糖值	I+AskForSure+问题+血糖值	
I+AskForSure+问题+血糖值	I+AskForSure+问题+血糖值	
O	O	
B+AskForSure+问题+症状	B+AskForSure+问题+症状	
I+AskForSure+问题+症状	I+AskForSure+问题+症状	
I+AskForSure+问题+症状	I+AskForSure+问题+症状	
I+AskForSure+问题+症状	I+AskForSure+问题+症状	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
I+Advice+问题+血糖值	O	
B+Advice+问题+血糖值	O	
I+Advice+问题+血糖值	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+时间	B+Explanation+治疗+时间	
I+Advice+治疗+时间	I+Explanation+治疗+时间	
O	O	
B+Advice+治疗+药品	B+Explanation+治疗+药品	
I+AskForSure+治疗+药品	I+Explanation+治疗+药品	
I+AskForSure+治疗+药品	I+Explanation+治疗+药品	


none	none
O	O	
B+Advice+行为+时间	O	
I+Advice+行为+时间	O	
B+Advice+行为+时间	O	
I+Advice+行为+时间	O	
O	O	
O	O	
B+Advice+治疗+药品	B+Advice+治疗+药品	
I+Advice+治疗+药品	I+Advice+治疗+药品	
I+Advice+治疗+药品	I+Advice+治疗+药品	
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
O	O	
O	O	


GeneralAdvice+饮食++,GeneralAdvice+运动++,GeneralAdvice+行为++	none
O	O	
O	O	
O	B+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	


none	none
B+Inform+问题+症状部位	B+Inform+问题+症状部位	
I+Inform+问题+症状部位	I+Inform+问题+症状部位	
I+Inform+问题+症状部位	I+Inform+问题+症状部位	
I+Inform+问题+症状	B+Inform+问题+症状	
I+Inform+问题+症状	I+Inform+问题+症状	
O	O	
B+Inform+问题+症状	B+Inform+问题+症状部位	
I+Inform+问题+症状部位	I+Inform+问题+症状部位	
I+Inform+问题+症状	B+Inform+问题+症状	
I+AskHow+问题+症状	I+Inform+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Deny+++,Uncertain+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Deny+++
B+Advice+问题+时间	B+Advice+问题+时间	
I+Advice+问题+时间	I+Advice+问题+时间	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
B+Advice+问题+血糖值	B+Advice+问题+血糖值	
I+Advice+问题+血糖值	I+Advice+问题+血糖值	
I+Advice+问题+血糖值	I+Advice+问题+血糖值	


none	Deny+++
B+AskForSure+问题+疾病	O	
I+AskForSure+问题+疾病	O	
I+AskForSure+问题+疾病	O	
O	O	
O	O	
O	O	


none	none
O	O	
B+AskForSure+饮食+饮食名	B+AskForSure+饮食+饮食名	
I+AskForSure+饮食+饮食名	I+AskForSure+饮食+饮食名	
O	O	
O	O	


AskFor+治疗+药品+?	AskFor+治疗+药品+?
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	
O	O	
O	O	
O	O	
O	O	
B+AskFor+治疗+效果	B+Explanation+行为+行为名	
I+AskFor+治疗+效果	I+Explanation+行为+行为名	
I+AskFor+治疗+效果	I+Explanation+行为+行为名	
I+AskFor+治疗+效果	I+Explanation+行为+行为名	
O	O	
O	O	
O	O	
O	B+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	O	
O	O	
O	O	
O	B+Explanation+行为+行为名	
O	I+Explanation+行为+行为名	


none	none
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食量	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食量	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食量	
O	I+Advice+饮食+饮食量	
B+Advice+饮食+饮食量	I+Advice+饮食+饮食量	
I+Advice+饮食+饮食量	I+Advice+饮食+饮食量	
O	I+Advice+饮食+饮食量	
O	I+Advice+饮食+饮食量	
O	O	
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	


	Accept+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
